Dav32589;F;3462
Dav32589;F;3926
Dav32589;F;3590
Dav32589;F;3877
Dav32589;F;3650
Dav32587;F;3474
Dav32587;F;3840
Dav32587;F;3845
Dav32587;F;3598
Dav32587;A;3514
Dav32588;F;3640
Dav32588;F;3775
Dav32588;A;3961
Dav32585;F;3773
Dav32585;F;3496
Dav32585;F;3851
Dav32585;F;3657
Dav32585;A;3647
Dav32585;A;3583
Dav32586;F;3657
Dav32586;F;3675
Dav32586;F;3725
Dav32584;F;3917
Dav32584;F;3465
Dav32584;F;3803
Dav32584;A;3801
Dav32581;F;3754
Dav32581;F;3873
Dav32582;F;3734
Dav32582;F;3906
Dav32582;F;3465
Dav32582;A;3793
Dav32580;F;3936
Dav32580;F;3598
Dav32580;F;3670
Dav32580;F;3906
Dav32580;A;3993
Dav32598;F;3570
Dav32598;A;3793
Dav32599;F;3695
Dav32599;F;3465
Dav32599;F;3605
Dav32599;A;3775
Dav32596;A;3941
Dav32594;F;3804
Dav32594;F;3675
Dav32594;F;3576
Dav32594;A;3725
Dav32592;F;3811
Dav32592;F;3773
Dav32593;F;3680
Dav32593;F;3714
Dav32593;F;3793
Dav32593;F;3803
Dav32593;F;3989
Dav32590;F;3804
Dav32591;F;3725
Dav32591;F;4006
Dav32591;F;3761
Dav32591;F;3906
Dav32558;F;3725
Dav32558;F;3926
Dav32558;A;3578
Dav32558;A;3547
Dav32559;F;3489
Dav32559;F;3514
Dav32559;A;3514
Dav32567;F;3761
Dav32567;A;3721
Dav32567;A;3578
Dav32568;F;3514
Dav32568;F;3496
Dav32568;A;3578
Dav32568;A;3570
Dav32568;A;3604
Dav32565;F;3460
Dav32565;F;3793
Dav32565;F;3586
Dav32565;F;4006
Dav32565;F;3576
Dav32565;F;3884
Dav32566;F;3830
Dav32566;F;3926
Dav32563;F;3936
Dav32563;F;3547
Dav32563;F;3650
Dav32563;A;3531
Dav32564;F;3617
Dav32564;F;3989
Dav32564;F;3647
Dav32564;F;3811
Dav32564;A;3647
Dav32561;F;3845
Dav32561;F;3979
Dav32561;F;3650
Dav32561;F;3785
Dav32561;F;3642
Dav32561;A;3793
