9731;Aliens Of The Vacuum;08/04/2019;91;true
8198;Creatures And Figures;02/12/2014;99;true
8199;Culling Of Time;24/02/2014;115;false
9736;Perfume Of The Stars;17/06/2016;94;true
8202;Doctors Of Sunshine;10/04/2019;103;true
8715;Basic Androids;26/08/2020;101;false
8205;Figures Of An Asteroid;06/03/2019;88;false
9742;Officers And Foreigners;11/07/2022;115;false
8721;Created By A New War;25/11/2014;91;false
9745;Demise Of Robots;27/05/2016;118;true
9747;Visions Of Nature;05/12/2021;102;false
8214;Revival Of The New World;18/05/2015;106;true
9238;Cautious Of The Mountains;05/05/2022;103;true
9752;Defenders Of Our Future;17/12/2016;112;false
8729;Medics Of Earth;02/03/2022;110;true
8731;Caring For The Sun;13/05/2015;85;false
9761;Human Of New Earth;18/11/2017;83;false
9251;Dream Of Darkness;03/03/2014;82;false
8227;Doctor Of The Outlands;27/06/2021;84;false
9252;Medics And Friends;14/05/2020;89;false
9256;Turtle Of The Swamp;23/01/2015;109;true
9262;Disguised In The Depths;24/05/2018;103;false
9775;Of The Ocean;15/02/2021;93;true
9263;Statues Of The Future;20/10/2016;102;true
8752;Life With The Titans;04/08/2021;86;false
8754;Illusions Of Tomorrow;05/09/2021;105;true
8246;Rats And Heirs;19/05/2016;100;true
9273;Beast Of The Ocean;26/05/2022;112;false
8257;Men Of The East;20/06/2014;91;true
9793;Ashamed Of The End;15/12/2021;118;false
8770;Children Of The New World;08/05/2018;82;true
8258;Criminals Of Shadows;27/05/2015;91;true
9795;Agents And Droids;30/01/2023;110;false
9802;Death Of The Ocean;06/01/2017;108;false
9808;Celebrating Moondust;11/03/2018;105;false
9297;Beasts Of The Orbit;22/01/2020;106;false
8274;Clones Of The Galaxy;23/03/2017;92;false
9302;Destruction Of A Creature;16/11/2016;118;false
9307;Witches And Criminals;04/07/2016;85;true
8798;Visitor Of Space;20/01/2016;86;true
9311;Women And Devils;18/03/2015;98;true
8802;Strangers And Traitors;23/01/2023;82;false
9316;Warriors And Emperors;18/02/2018;90;true
9322;Snakes Of The North;03/07/2022;114;true
9323;Medic Of New Earth;02/02/2016;101;false
9324;Age In Eternity;24/12/2015;108;false
9844;Crazy Of A Rise Of Machines;19/01/2023;108;false
8825;Confused By The End;28/08/2016;98;true
9850;Stars Of The Universe;23/12/2017;101;true
9342;Birth Of Stardust;06/01/2023;85;false
8319;Phantoms In My Village;29/07/2020;104;true
9858;Horse Of Tomorrow;06/11/2019;99;false
9346;Athletics Of Time;24/11/2020;94;true
8325;Help Of The North;27/10/2016;112;false
9862;Lords Of The Nether;27/10/2013;108;false
8327;Destiny Of Earth's Legacy;02/07/2020;91;false
8328;Leaders Of Aliens;24/11/2022;90;true
8329;Death Of The Dark;02/12/2014;82;true
8331;Officer Of Stardust;02/02/2023;92;false
9869;Fungi Of Technology;29/08/2020;84;false
9361;Heroes And Captains;21/04/2022;83;true
8849;Doctors And Visitors;23/05/2014;99;true
9877;Hope;11/04/2017;93;true
9365;Directors And Leaders;19/03/2019;94;true
8347;Defender Of The Void;08/06/2020;112;false
8861;Monuments Of The Vacuum;29/06/2019;85;true
9378;Dog Of The Void;28/07/2014;96;false
8359;Deception Of Time;28/05/2018;101;true
8876;Nation Of The New World;18/01/2015;92;false
9905;Boys In The News;06/03/2018;110;false
